id,provider,title,start_date,end_date,startyear,endyear,type,tags,asset_url,thumbnail_url
WORLDCLIM/V1/BIO,"University of California, Berkeley",WorldClim BIO Variables V1,1960-01-01,1991-01-01,1960,1991,image,"berkeley, bioclim, climate, coldest, diurnal, driest, isothermality, monthly, precipitation, seasonality, temperature, warmest, weather, wettest, worldclim",https://developers.google.com/earth-engine/datasets/catalog/WORLDCLIM_V1_BIO,https://developers.google.com/earth-engine/datasets/images/WORLDCLIM/WORLDCLIM_V1_BIO_sample.png
WORLDCLIM/V1/MONTHLY,"University of California, Berkeley",WorldClim Climatology V1,1960-01-01,1991-01-01,1960,1991,image_collection,"berkeley, climate, monthly, precipitation, temperature, weather, worldclim",https://developers.google.com/earth-engine/datasets/catalog/WORLDCLIM_V1_MONTHLY,https://developers.google.com/earth-engine/datasets/images/WORLDCLIM/WORLDCLIM_V1_MONTHLY_sample.png
WRI/Aqueduct_Flood_Hazard_Maps/V2,World Resources Institute,WRI Aqueduct Floods Hazard Maps Version 2,2010-01-01,2080-12-31,2010,2080,image_collection,"flood, monitoring, surface-ground-water, wri",https://developers.google.com/earth-engine/datasets/catalog/WRI_Aqueduct_Flood_Hazard_Maps_V2,https://developers.google.com/earth-engine/datasets/images/WRI/WRI_Aqueduct_Flood_Hazard_Maps_V2_sample.png
WRI/Aqueduct_Water_Risk/V4/baseline_annual,World Resources Institute,WRI Aqueduct Baseline Annual Version 4.0,2010-01-01,2080-12-31,2010,2080,table,"aqueduct, flood, monitoring, surface-ground-water, table, wri",https://developers.google.com/earth-engine/datasets/catalog/WRI_Aqueduct_Water_Risk_V4_baseline_annual,https://developers.google.com/earth-engine/datasets/images/WRI/WRI_Aqueduct_Water_Risk_V4_baseline_annual_sample.png
WRI/Aqueduct_Water_Risk/V4/baseline_monthly,World Resources Institute,WRI Aqueduct Baseline Monthly Version 4.0,2010-01-01,2080-12-31,2010,2080,table,"aqueduct, flood, monitoring, surface-ground-water, table, wri",https://developers.google.com/earth-engine/datasets/catalog/WRI_Aqueduct_Water_Risk_V4_baseline_monthly,https://developers.google.com/earth-engine/datasets/images/WRI/WRI_Aqueduct_Water_Risk_V4_baseline_monthly_sample.png
WRI/Aqueduct_Water_Risk/V4/future_annual,World Resources Institute,WRI Aqueduct Future Annual Version 4.0,2010-01-01,2080-12-31,2010,2080,table,"aqueduct, flood, monitoring, surface-ground-water, table, wri",https://developers.google.com/earth-engine/datasets/catalog/WRI_Aqueduct_Water_Risk_V4_future_annual,https://developers.google.com/earth-engine/datasets/images/WRI/WRI_Aqueduct_Water_Risk_V4_future_annual_sample.png
WRI/GFW/FORMA/alerts,World Resources Institute / Global Forest Watch,FORMA Alerts,2012-01-01,2019-05-18,2012,2019,image,"daily, deforestation, fire, forest, forma, gfw, modis, monitoring, wri",https://developers.google.com/earth-engine/datasets/catalog/WRI_GFW_FORMA_alerts,https://developers.google.com/earth-engine/datasets/images/WRI/WRI_GFW_FORMA_alerts_sample.png
WRI/GFW/FORMA/raw_output_firms,World Resources Institute / Global Forest Watch,FORMA Raw Output FIRMS,2017-04-08,2019-05-18,2017,2019,image_collection,"daily, deforestation, fire, forest, forma, gfw, modis, monitoring, wri",https://developers.google.com/earth-engine/datasets/catalog/WRI_GFW_FORMA_raw_output_firms,https://developers.google.com/earth-engine/datasets/images/WRI/WRI_GFW_FORMA_raw_output_firms_sample.png
WRI/GFW/FORMA/raw_output_ndvi,World Resources Institute / Global Forest Watch,FORMA Raw Output NDVI,2012-01-01,2019-04-23,2012,2019,image_collection,"daily, deforestation, forest, forest-biomass, forma, gfw, modis, monitoring, wri",https://developers.google.com/earth-engine/datasets/catalog/WRI_GFW_FORMA_raw_output_ndvi,https://developers.google.com/earth-engine/datasets/images/WRI/WRI_GFW_FORMA_raw_output_ndvi_sample.png
WRI/GFW/FORMA/thresholds,World Resources Institute / Global Forest Watch,FORMA Alert Thresholds,2012-01-01,2016-01-01,2012,2016,image,"daily, deforestation, fire, forest, forma, gfw, modis, monitoring, wri",https://developers.google.com/earth-engine/datasets/catalog/WRI_GFW_FORMA_thresholds,https://developers.google.com/earth-engine/datasets/images/WRI/WRI_GFW_FORMA_thresholds_sample.png
WRI/GFW/FORMA/vegetation_tstats,World Resources Institute / Global Forest Watch,FORMA Vegetation T-Statistics,2012-01-01,2019-04-23,2012,2019,image_collection,"daily, deforestation, forest, forest-biomass, forma, gfw, modis, monitoring, wri",https://developers.google.com/earth-engine/datasets/catalog/WRI_GFW_FORMA_vegetation_tstats,https://developers.google.com/earth-engine/datasets/images/WRI/WRI_GFW_FORMA_vegetation_tstats_sample.png
WRI/GPPD/power_plants,World Resources Institute,Global Power Plant Database,2018-06-11,2018-06-11,2018,2018,table,"energy, infrastructure, infrastructure-boundaries, power, power-plants, table, wri",https://developers.google.com/earth-engine/datasets/catalog/WRI_GPPD_power_plants,https://developers.google.com/earth-engine/datasets/images/WRI/WRI_GPPD_power_plants_sample.png
WRI/SBTN/naturalLands/v1_1/2020,WRI,SBTN Natural Lands Map v1.1,2020-01-01,2020-12-31,2020,2020,image,"ecosystems, landcover, landuse-landcover, wri",https://developers.google.com/earth-engine/datasets/catalog/WRI_SBTN_naturalLands_v1_1_2020,https://developers.google.com/earth-engine/datasets/images/WRI/WRI_SBTN_naturalLands_v1_1_2020_sample.png
WRI/SBTN/naturalLands/v1/2020,WRI,SBTN Natural Lands Map v1,2020-01-01,2020-12-31,2020,2020,image,"ecosystems, landcover, landuse-landcover, wri",https://developers.google.com/earth-engine/datasets/catalog/WRI_SBTN_naturalLands_v1_2020,https://developers.google.com/earth-engine/datasets/images/WRI/WRI_SBTN_naturalLands_v1_2020_sample.png
WWF/HydroATLAS/v1/Basins/level03,WWF,WWF HydroATLAS Basins Level 03,2000-02-22,2000-02-22,2000,2000,table,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level03,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroATLAS_v1_Basins_level03_sample.png
WWF/HydroATLAS/v1/Basins/level04,WWF,WWF HydroATLAS Basins Level 04,2000-02-22,2000-02-22,2000,2000,table,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level04,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroATLAS_v1_Basins_level04_sample.png
WWF/HydroATLAS/v1/Basins/level05,WWF,WWF HydroATLAS Basins Level 05,2000-02-22,2000-02-22,2000,2000,table,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level05,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroATLAS_v1_Basins_level05_sample.png
WWF/HydroATLAS/v1/Basins/level06,WWF,WWF HydroATLAS Basins Level 06,2000-02-22,2000-02-22,2000,2000,table,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level06,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroATLAS_v1_Basins_level06_sample.png
WWF/HydroATLAS/v1/Basins/level07,WWF,WWF HydroATLAS Basins Level 07,2000-02-22,2000-02-22,2000,2000,table,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level07,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroATLAS_v1_Basins_level07_sample.png
WWF/HydroATLAS/v1/Basins/level08,WWF,WWF HydroATLAS Basins Level 08,2000-02-22,2000-02-22,2000,2000,table,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level08,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroATLAS_v1_Basins_level08_sample.png
WWF/HydroATLAS/v1/Basins/level09,WWF,WWF HydroATLAS Basins Level 09,2000-02-22,2000-02-22,2000,2000,table,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level09,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroATLAS_v1_Basins_level09_sample.png
WWF/HydroATLAS/v1/Basins/level10,WWF,WWF HydroATLAS Basins Level 10,2000-02-22,2000-02-22,2000,2000,table,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level10,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroATLAS_v1_Basins_level10_sample.png
WWF/HydroATLAS/v1/Basins/level11,WWF,WWF HydroATLAS Basins Level 11,2000-02-22,2000-02-22,2000,2000,table,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level11,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroATLAS_v1_Basins_level11_sample.png
WWF/HydroATLAS/v1/Basins/level12,WWF,WWF HydroATLAS Basins Level 12,2000-02-22,2000-02-22,2000,2000,table,"geophysical, hydroatlas, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroATLAS_v1_Basins_level12,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroATLAS_v1_Basins_level12_sample.png
WWF/HydroSHEDS/03CONDEM,WWF,"WWF HydroSHEDS Hydrologically Conditioned DEM, 3 Arc-Seconds",2000-02-11,2000-02-22,2000,2000,image,"conditioned, dem, elevation, geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, topography, water, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_03CONDEM,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_03CONDEM_sample.png
WWF/HydroSHEDS/03DIR,WWF,"WWF HydroSHEDS Drainage Direction, 3 Arc-Seconds",2000-02-11,2000-02-22,2000,2000,image,"direction, drainage, flow, geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, water, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_03DIR,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_03DIR_sample.png
WWF/HydroSHEDS/03VFDEM,WWF,"WWF HydroSHEDS Void-Filled DEM, 3 Arc-Seconds",2000-02-11,2000-02-22,2000,2000,image,"dem, elevation, geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, topography, void-filled, water, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_03VFDEM,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_03VFDEM_sample.png
WWF/HydroSHEDS/15ACC,WWF,"WWF HydroSHEDS Flow Accumulation, 15 Arc-Seconds",2000-02-11,2000-02-22,2000,2000,image,"accumulation, drainage, flow, geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, water, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_15ACC,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_15ACC_sample.png
WWF/HydroSHEDS/15CONDEM,WWF,"WWF HydroSHEDS Hydrologically Conditioned DEM, 15 Arc-Seconds",2000-02-11,2000-02-22,2000,2000,image,"conditioned, dem, elevation, geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, topography, water, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_15CONDEM,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_15CONDEM_sample.png
WWF/HydroSHEDS/15DIR,WWF,"WWF HydroSHEDS Drainage Direction, 15 Arc-Seconds",2000-02-11,2000-02-22,2000,2000,image,"direction, drainage, flow, geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, water, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_15DIR,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_15DIR_sample.png
WWF/HydroSHEDS/30ACC,WWF,"WWF HydroSHEDS Flow Accumulation, 30 Arc-Seconds",2000-02-11,2000-02-22,2000,2000,image,"accumulation, drainage, flow, geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, water, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_30ACC,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_30ACC_sample.png
WWF/HydroSHEDS/30CONDEM,WWF,"WWF HydroSHEDS Hydrologically Conditioned DEM, 30 Arc-Seconds",2000-02-11,2000-02-22,2000,2000,image,"conditioned, dem, elevation, geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, topography, water, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_30CONDEM,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_30CONDEM_sample.png
WWF/HydroSHEDS/30DIR,WWF,"WWF HydroSHEDS Drainage Direction, 30 Arc-Seconds",2000-02-11,2000-02-22,2000,2000,image,"direction, drainage, flow, geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, water, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_30DIR,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_30DIR_sample.png
WWF/HydroSHEDS/v1/Basins/hybas_1,WWF,WWF HydroSHEDS Basins Level 1,2000-02-11,2000-02-22,2000,2000,table,"geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_1,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_v1_Basins_hybas_1_sample.png
WWF/HydroSHEDS/v1/Basins/hybas_2,WWF,WWF HydroSHEDS Basins Level 2,2000-02-11,2000-02-22,2000,2000,table,"geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_2,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_v1_Basins_hybas_2_sample.png
WWF/HydroSHEDS/v1/Basins/hybas_3,WWF,WWF HydroSHEDS Basins Level 3,2000-02-11,2000-02-22,2000,2000,table,"geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_3,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_v1_Basins_hybas_3_sample.png
WWF/HydroSHEDS/v1/Basins/hybas_4,WWF,WWF HydroSHEDS Basins Level 4,2000-02-11,2000-02-22,2000,2000,table,"geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_4,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_v1_Basins_hybas_4_sample.png
WWF/HydroSHEDS/v1/Basins/hybas_5,WWF,WWF HydroSHEDS Basins Level 5,2000-02-11,2000-02-22,2000,2000,table,"geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_5,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_v1_Basins_hybas_5_sample.png
WWF/HydroSHEDS/v1/Basins/hybas_6,WWF,WWF HydroSHEDS Basins Level 6,2000-02-11,2000-02-22,2000,2000,table,"geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_6,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_v1_Basins_hybas_6_sample.png
WWF/HydroSHEDS/v1/Basins/hybas_7,WWF,WWF HydroSHEDS Basins Level 7,2000-02-11,2000-02-22,2000,2000,table,"geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_7,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_v1_Basins_hybas_7_sample.png
WWF/HydroSHEDS/v1/Basins/hybas_8,WWF,WWF HydroSHEDS Basins Level 8,2000-02-11,2000-02-22,2000,2000,table,"geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_8,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_v1_Basins_hybas_8_sample.png
WWF/HydroSHEDS/v1/Basins/hybas_9,WWF,WWF HydroSHEDS Basins Level 9,2000-02-11,2000-02-22,2000,2000,table,"geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_9,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_v1_Basins_hybas_9_sample.png
WWF/HydroSHEDS/v1/Basins/hybas_10,WWF,WWF HydroSHEDS Basins Level 10,2000-02-11,2000-02-22,2000,2000,table,"geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_10,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_v1_Basins_hybas_10_sample.png
WWF/HydroSHEDS/v1/Basins/hybas_11,WWF,WWF HydroSHEDS Basins Level 11,2000-02-11,2000-02-22,2000,2000,table,"geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_11,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_v1_Basins_hybas_11_sample.png
WWF/HydroSHEDS/v1/Basins/hybas_12,WWF,WWF HydroSHEDS Basins Level 12,2000-02-11,2000-02-22,2000,2000,table,"geophysical, hydrography, hydrology, hydrosheds, srtm, surface-ground-water, table, water, watershed, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_Basins_hybas_12,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_v1_Basins_hybas_12_sample.png
WWF/HydroSHEDS/v1/FreeFlowingRivers,WWF,WWF HydroSHEDS Free Flowing Rivers Network v1,2000-02-11,2000-02-22,2000,2000,table,"flow-regulation, geophysical, hydrography, hydrology, hydrosheds, river-networks, srtm, surface-ground-water, table, water, wwf",https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_v1_FreeFlowingRivers,https://developers.google.com/earth-engine/datasets/images/WWF/WWF_HydroSHEDS_v1_FreeFlowingRivers_sample.png
WorldPop/GP/100m/pop,WorldPop,WorldPop Global Project Population Data: Estimated Residential Population per 100x100m Grid Square,2000-01-01,2021-01-01,2000,2021,image_collection,"demography, population, worldpop",https://developers.google.com/earth-engine/datasets/catalog/WorldPop_GP_100m_pop,https://developers.google.com/earth-engine/datasets/images/WorldPop/WorldPop_GP_100m_pop_sample.png
WorldPop/GP/100m/pop_age_sex,WorldPop,WorldPop Global Project Population Data: Estimated Age and Sex Structures of Residential Population per 100x100m Grid Square,2020-01-01,2021-01-01,2020,2021,image_collection,"demography, population, worldpop",https://developers.google.com/earth-engine/datasets/catalog/WorldPop_GP_100m_pop_age_sex,https://developers.google.com/earth-engine/datasets/images/WorldPop/WorldPop_GP_100m_pop_age_sex_sample.png
WorldPop/GP/100m/pop_age_sex_cons_unadj,WorldPop,WorldPop Global Project Population Data: Constrained Estimated Age and Sex Structures of Residential Population per 100x100m Grid Square,2020-01-01,2021-01-01,2020,2021,image_collection,"demography, population, worldpop",https://developers.google.com/earth-engine/datasets/catalog/WorldPop_GP_100m_pop_age_sex_cons_unadj,https://developers.google.com/earth-engine/datasets/images/WorldPop/WorldPop_GP_100m_pop_age_sex_cons_unadj_sample.png
YALE/YCEO/UHI/Summer_UHI_yearly_pixel/v4,Yale Center for Earth Observation (YCEO),YCEO Surface Urban Heat Islands: Pixel-Level Composites of Yearly Summertime Daytime and Nighttime Intensity,2003-01-01,2018-12-31,2003,2018,image_collection,"climate, uhi, urban, yale",https://developers.google.com/earth-engine/datasets/catalog/YALE_YCEO_UHI_Summer_UHI_yearly_pixel_v4,https://developers.google.com/earth-engine/datasets/images/YALE/YALE_YCEO_UHI_Summer_UHI_yearly_pixel_v4_sample.png
YALE/YCEO/UHI/UHI_all_averaged/v4,Yale Center for Earth Observation (YCEO),"YCEO Surface Urban Heat Islands: Spatially-Averaged Daytime and Nighttime Intensity for Annual, Summer, and Winter",2003-01-01,2018-12-31,2003,2018,image,"climate, uhi, urban, yale",https://developers.google.com/earth-engine/datasets/catalog/YALE_YCEO_UHI_UHI_all_averaged_v4,https://developers.google.com/earth-engine/datasets/images/YALE/YALE_YCEO_UHI_UHI_all_averaged_v4_sample.png
YALE/YCEO/UHI/UHI_monthly_averaged/v4,Yale Center for Earth Observation (YCEO),YCEO Surface Urban Heat Islands: Spatially-Averaged Monthly Composites of Daytime and Nighttime Intensity,2003-01-01,2018-12-31,2003,2018,image,"climate, uhi, urban, yale",https://developers.google.com/earth-engine/datasets/catalog/YALE_YCEO_UHI_UHI_monthly_averaged_v4,https://developers.google.com/earth-engine/datasets/images/YALE/YALE_YCEO_UHI_UHI_monthly_averaged_v4_sample.png
YALE/YCEO/UHI/UHI_yearly_averaged/v4,Yale Center for Earth Observation (YCEO),YCEO Surface Urban Heat Islands: Spatially-Averaged Yearly Composites of Annual Daytime and Nighttime Intensity,2003-01-01,2018-12-31,2003,2018,image_collection,"climate, uhi, urban, yale",https://developers.google.com/earth-engine/datasets/catalog/YALE_YCEO_UHI_UHI_yearly_averaged_v4,https://developers.google.com/earth-engine/datasets/images/YALE/YALE_YCEO_UHI_UHI_yearly_averaged_v4_sample.png
YALE/YCEO/UHI/UHI_yearly_pixel/v4,Yale Center for Earth Observation (YCEO),YCEO Surface Urban Heat Islands: Pixel-Level Annual Daytime and Nighttime Intensity,2003-01-01,2018-12-31,2003,2018,image_collection,"climate, uhi, urban, yale",https://developers.google.com/earth-engine/datasets/catalog/YALE_YCEO_UHI_UHI_yearly_pixel_v4,https://developers.google.com/earth-engine/datasets/images/YALE/YALE_YCEO_UHI_UHI_yearly_pixel_v4_sample.png
YALE/YCEO/UHI/Winter_UHI_yearly_pixel/v4,Yale Center for Earth Observation (YCEO),YCEO Surface Urban Heat Islands: Pixel-Level Yearly Composites of Wintertime Daytime and Nighttime Intensity,2003-01-01,2018-12-31,2003,2018,image_collection,"climate, uhi, urban, yale",https://developers.google.com/earth-engine/datasets/catalog/YALE_YCEO_UHI_Winter_UHI_yearly_pixel_v4,https://developers.google.com/earth-engine/datasets/images/YALE/YALE_YCEO_UHI_Winter_UHI_yearly_pixel_v4_sample.png
projects/edf-methanesat-ee/assets/public-preview/L3concentration,Environmental Defense Fund - MethaneSAT,MethaneSAT L3 Concentration Public Preview V1.0.0,2024-05-22,2025-06-14,2024,2025,image_collection,"atmosphere, climate, edf, emissions, ghg, methane, methanesat",https://developers.google.com/earth-engine/datasets/catalog/projects_edf-methanesat-ee_assets_public-preview_L3concentration,https://developers.google.com/earth-engine/datasets/images/edf-methanesat-ee/projects_edf-methanesat-ee_assets_public-preview_L3concentration_sample.png
projects/edf-methanesat-ee/assets/public-preview/L4area,Environmental Defense Fund - MethaneSAT,MethaneSAT L4 Area Sources Public Preview V1.0.0,2024-10-25,2025-01-17,2024,2025,image_collection,"atmosphere, climate, edf, emissions, ghg, methane, methanesat",https://developers.google.com/earth-engine/datasets/catalog/projects_edf-methanesat-ee_assets_public-preview_L4area,https://developers.google.com/earth-engine/datasets/images/edf-methanesat-ee/projects_edf-methanesat-ee_assets_public-preview_L4area_sample.png
projects/edf-methanesat-ee/assets/public-preview/L4area_v2,Environmental Defense Fund - MethaneSAT,MethaneSAT L4 Area Sources Public Preview V2.0.0,2024-05-01,2025-06-14,2024,2025,image_collection,"atmosphere, climate, edf, emissions, ghg, methane, methanesat",https://developers.google.com/earth-engine/datasets/catalog/projects_edf-methanesat-ee_assets_public-preview_L4area_v2,https://developers.google.com/earth-engine/datasets/images/edf-methanesat-ee/projects_edf-methanesat-ee_assets_public-preview_L4area_v2_sample.png
projects/edf-methanesat-ee/assets/public-preview/L4point,Environmental Defense Fund - MethaneSAT,MethaneSAT L4 Point Sources Public Preview V1.0.0,2024-06-14,2025-01-17,2024,2025,table,"atmosphere, climate, edf, emissions, ghg, methane, methanesat, table",https://developers.google.com/earth-engine/datasets/catalog/projects_edf-methanesat-ee_assets_public-preview_L4point,https://developers.google.com/earth-engine/datasets/images/edf-methanesat-ee/projects_edf-methanesat-ee_assets_public-preview_L4point_sample.png
projects/forestdatapartnership/assets/cocoa/model_2025a,Produced by Google for the Forest Data Partnership,Cocoa Probability model 2025a,2020-01-01,2023-12-31,2020,2023,image_collection,"agriculture, biodiversity, cocoa, conservation, crop, eudr, landuse, plantation, pre-review",https://developers.google.com/earth-engine/datasets/catalog/projects_forestdatapartnership_assets_cocoa_model_2025a,https://developers.google.com/earth-engine/datasets/images/forestdatapartnership/projects_forestdatapartnership_assets_cocoa_model_2025a_sample.png
projects/forestdatapartnership/assets/coffee/model_2025a,Produced by Google for the Forest Data Partnership,Coffee Probability model 2025a,2020-01-01,2023-12-31,2020,2023,image_collection,"agriculture, biodiversity, coffee, conservation, crop, eudr, landuse, plantation, pre-review",https://developers.google.com/earth-engine/datasets/catalog/projects_forestdatapartnership_assets_coffee_model_2025a,https://developers.google.com/earth-engine/datasets/images/forestdatapartnership/projects_forestdatapartnership_assets_coffee_model_2025a_sample.png
projects/forestdatapartnership/assets/community_forests/ForestPersistence_2020,Produced by Google for the Forest Data Partnership,Forest Persistence v0,2020-01-01,2020-12-31,2020,2020,image,"biodiversity, conservation, deforestation, eudr, forest-biomass, pre-review, primary-forest, undisturbed-forest",https://developers.google.com/earth-engine/datasets/catalog/projects_forestdatapartnership_assets_community_forests_ForestPersistence_2020,https://developers.google.com/earth-engine/datasets/images/forestdatapartnership/projects_forestdatapartnership_assets_community_forests_ForestPersistence_2020_sample.png
projects/forestdatapartnership/assets/palm/model_2025a,Produced by Google for the Forest Data Partnership,Palm Probability model 2025a,2020-01-01,2023-12-31,2020,2023,image_collection,"agriculture, biodiversity, conservation, crop, eudr, landuse, palm, plantation",https://developers.google.com/earth-engine/datasets/catalog/projects_forestdatapartnership_assets_palm_model_2025a,https://developers.google.com/earth-engine/datasets/images/forestdatapartnership/projects_forestdatapartnership_assets_palm_model_2025a_sample.png
